     0.00   1133.207
     1.41   1333.831
     2.83   1332.414
     4.24   1335.829
     5.66   1332.204
     7.07   1337.035
     8.49   1336.827
     9.90   1331.034
    11.31   1327.449
    12.73   1365.200
    14.14   1361.031
